#Proj     Run   Clone    Time    RMSD       Rg    S1        S2      L1      L2       T      NC     NNC
#   0       1       2       3       4        5     6         7       8       9      10      11      12

 1796	    0	    0	    0	0.043	11.889   463	   221	    11	   172	   339	  1206	     0
 1796	    0	    0	  100	1.312	12.191   395	   242	    10	   166	   334	  1147	     0
 1796	    0	    0	  200	1.139	12.355   460	   212	    10	   178	   355	  1215	     0
 1796	    0	    0	  300	1.051	12.355   396	   225	     8	   163	   283	  1075	     0
 1796	    0	    0	  400	1.682	12.517   393	   204	     7	   143	   301	  1048	     0
 1796	    0	    0	  500	2.023	12.678   385	   180	     6	   150	   317	  1038	     0
 1796	    0	    0	  600	1.752	12.546   415	   196	     4	   174	   322	  1111	     0
 1796	    0	    0	  700	2.035	12.748   373	   180	     2	   150	   278	   983	     0
 1796	    0	    0	  800	1.677	12.481   414	   178	     8	   172	   305	  1077	     0
 1796	    0	    0	  900	1.468	12.463   417	   214	     6	   159	   284	  1080	     0
 1796	    0	    0	 1000	1.661	12.418   392	   194	     6	   176	   230	   998	     0
 1796	    0	    0	 1100	1.804	12.594   374	   211	     6	   159	   203	   953	     0
 1796	    0	    0	 1200	1.250	12.134   410	   223	     5	   172	   333	  1143	     0
 1796	    0	    0	 1300	1.428	12.375   434	   221	     4	   150	   334	  1143	     0
 1796	    0	    0	 1400	1.483	12.047   420	   194	     6	   166	   337	  1123	     0
 1796	    0	    0	 1500	1.387	12.369   447	   203	     6	   164	   298	  1118	     0
 1796	    0	    0	 1600	2.027	12.523   410	   199	     5	   147	   268	  1029	     0
 1796	    0	    0	 1700	1.363	12.419   450	   205	     5	   148	   331	  1139	     0
 1796	    0	    0	 1800	1.522	12.544   439	   203	     7	   156	   305	  1110	     0
 1796	    0	    0	 1900	1.631	12.662   464	   200	     4	   137	   320	  1125	     0
 1796	    0	    0	 2000	1.659	12.508   409	   178	     6	   151	   308	  1052	     0
 1796	    0	    0	 2100	1.780	12.466   403	   173	     6	   145	   285	  1012	     0
 1796	    0	    0	 2200	1.446	12.320   455	   214	     5	   146	   310	  1130	     0
 1796	    0	    0	 2300	1.703	12.473   437	   172	     8	   179	   323	  1119	     0
 1796	    0	    0	 2400	1.699	12.546   430	   226	     5	   158	   266	  1085	     0
 1796	    0	    0	 2500	1.607	12.322   416	   213	     6	   137	   314	  1086	     0
 1796	    0	    0	 2600	1.532	12.410   459	   189	     5	   169	   365	  1187	     0
 1796	    0	    0	 2700	1.811	12.422   452	   164	     5	   142	   352	  1115	     0
 1796	    0	    0	 2800	1.925	12.689   472	   205	     5	   158	   366	  1206	     0
 1796	    0	    0	 2900	1.807	12.518   452	   183	     6	   155	   344	  1140	     0
 1796	    0	    0	 3000	1.928	12.516   429	   187	     6	   159	   341	  1122	     0
 1796	    0	    0	 3100	1.931	12.553   464	   211	     5	   171	   339	  1190	     0
 1796	    0	    0	 3200	1.777	12.206   421	   196	     2	   143	   321	  1083	     0
 1796	    0	    0	 3300	1.928	12.279   422	   168	     5	   152	   355	  1102	     0
 1796	    0	    0	 3400	1.451	12.389   416	   219	     7	   158	   372	  1172	     0
 1796	    0	    0	 3500	1.664	12.401   447	   164	     8	   153	   359	  1131	     0
 1796	    0	    0	 3600	1.817	12.540   436	   179	     5	   153	   344	  1117	     0
 1796	    0	    0	 3700	1.661	12.283   457	   206	     9	   153	   361	  1186	     0
 1796	    0	    0	 3800	1.808	12.527   400	   207	     8	   158	   358	  1131	     0
 1796	    0	    0	 3900	1.655	12.457   465	   203	     9	   167	   351	  1195	     0
 1796	    0	    0	 4000	1.784	12.306   465	   201	     8	   161	   366	  1201	     0
 1796	    0	    0	 4100	1.724	12.489   474	   201	     8	   149	   353	  1185	     0
 1796	    0	    0	 4200	1.791	12.657   435	   181	     8	   158	   353	  1135	     0
 1796	    0	    0	 4300	1.442	12.411   467	   201	     5	   167	   345	  1185	     0
 1796	    0	    0	 4400	1.921	12.502   446	   164	     5	   153	   352	  1120	     0
 1796	    0	    0	 4500	2.005	12.558   435	   134	     3	   164	   341	  1077	     0
 1796	    0	    0	 4600	1.636	12.300   398	   201	     5	   157	   363	  1124	     0
 1796	    0	    0	 4700	1.825	12.556   441	   186	     6	   143	   329	  1105	     0
 1796	    0	    0	 4800	2.033	12.615   452	   188	     5	   157	   375	  1177	     0
 1796	    0	    0	 4900	1.845	12.311   425	   161	     5	   134	   328	  1053	     0
 1796	    0	    0	 5000	1.701	12.500   436	   174	     8	   154	   352	  1124	     0
 1796	    0	    0	 5100	1.711	12.364   394	   196	     8	   150	   313	  1061	     0
 1796	    0	    0	 5200	1.463	12.302   431	   206	     7	   148	   310	  1102	     0
 1796	    0	    0	 5300	1.578	12.345   445	   214	     8	   143	   380	  1190	     0
 1796	    0	    0	 5400	1.788	12.248   445	   197	     9	   160	   345	  1156	     0
 1796	    0	    0	 5500	1.916	12.605   399	   196	     5	   143	   357	  1100	     0
 1796	    0	    0	 5600	1.751	12.358   450	   192	     7	   150	   361	  1160	     0
 1796	    0	    0	 5700	1.633	12.422   433	   204	     9	   162	   338	  1146	     0
 1796	    0	    0	 5800	1.877	12.546   427	   171	     7	   178	   348	  1131	     0
 1796	    0	    0	 5900	1.877	12.386   428	   188	     8	   157	   297	  1078	     0
 1796	    0	    0	 6000	1.891	12.420   391	   178	     5	   153	   330	  1057	     0
 1796	    0	    0	 6100	1.869	12.561   442	   165	     7	   156	   345	  1115	     0
 1796	    0	    0	 6200	2.044	12.594   449	   182	     5	   153	   341	  1130	     0
 1796	    0	    0	 6300	1.927	12.724   448	   194	     7	   149	   330	  1128	     0
 1796	    0	    0	 6400	1.867	12.444   442	   192	     9	   132	   333	  1108	     0
 1796	    0	    0	 6500	1.902	12.488   422	   170	     9	   160	   322	  1083	     0
 1796	    0	    0	 6600	1.996	12.461   393	   167	    10	   157	   330	  1057	     0
 1796	    0	    0	 6700	2.198	12.421   398	   167	     6	   126	   264	   961	     0
 1796	    0	    0	 6800	2.159	12.615   384	   148	     8	   155	   257	   952	     0
 1796	    0	    0	 6900	2.356	12.893   389	   155	     5	   144	   254	   947	     0
 1796	    0	    0	 7000	2.339	12.688   426	   197	     7	   162	   275	  1067	     0
 1796	    0	    0	 7100	2.283	12.593   369	   184	     5	   159	   296	  1013	     0
 1796	    0	    0	 7200	2.542	12.957   397	   174	     6	   165	   261	  1003	     0
 1796	    0	    0	 7300	2.120	12.484   379	   157	     5	   151	   217	   909	     0
 1796	    0	    0	 7400	2.151	12.618   424	   189	     7	   159	   310	  1089	     0
 1796	    0	    0	 7500	2.370	12.872   401	   178	     8	   158	   299	  1044	     0
 1796	    0	    0	 7600	2.203	12.778   397	   190	     6	   136	   277	  1006	     0
 1796	    0	    0	 7700	2.344	12.791   445	   174	     6	   141	   303	  1069	     0
 1796	    0	    0	 7800	2.532	12.938   395	   183	     6	   129	   258	   971	     0
 1796	    0	    0	 7900	2.108	12.576   375	   181	     5	   130	   285	   976	     0
 1796	    0	    0	 8000	2.216	12.794   418	   182	     6	   131	   293	  1030	     0
 1796	    0	    0	 8100	2.031	12.436   393	   175	     6	   121	   326	  1021	     0
 1796	    0	    0	 8200	2.135	12.645   428	   167	     5	   126	   280	  1006	     0
 1796	    0	    0	 8300	1.940	12.509   415	   144	     7	   127	   304	   997	     0
 1796	    0	    0	 8400	2.167	12.551   419	   165	     6	   130	   278	   998	     0
 1796	    0	    0	 8500	2.076	12.490   409	   213	     7	   148	   298	  1075	     0
 1796	    0	    0	 8600	2.407	12.601   419	   139	     8	   122	   236	   924	     0
 1796	    0	    0	 8700	2.578	12.687   394	   152	     5	   128	   266	   945	     0
 1796	    0	    0	 8800	2.379	12.533   399	   131	    10	   114	   285	   939	     0
 1796	    0	    0	 8900	2.263	12.503   401	   142	     0	   144	   298	   985	     0
 1796	    0	    0	 9000	2.380	12.497   428	   149	     3	   129	   307	  1016	     0
 1796	    0	    0	 9100	2.336	12.720   395	   159	     7	   125	   317	  1003	     0
 1796	    0	    0	 9200	2.369	12.708   412	   175	    10	   139	   312	  1048	     0
 1796	    0	    0	 9300	2.049	12.414   414	   194	     6	   141	   280	  1035	     0
 1796	    0	    0	 9400	2.130	12.633   416	   204	    10	   138	   280	  1048	     0
 1796	    0	    0	 9500	2.009	12.516   432	   173	    10	   134	   295	  1044	     0
 1796	    0	    0	 9600	2.016	12.395   345	   195	     8	   137	   318	  1003	     0
 1796	    0	    0	 9700	2.151	12.634   431	   183	     7	   137	   327	  1085	     0
 1796	    0	    0	 9800	2.109	12.442   394	   206	     7	   148	   302	  1057	     0
 1796	    0	    0	 9900	2.069	12.601   416	   198	     8	   150	   311	  1083	     0
 1796	    0	    0	10000	1.913	12.471   393	   198	    11	   130	   332	  1064	     0
 1796	    0	    0	10100	2.287	12.466   395	   175	     9	   142	   293	  1014	     0
 1796	    0	    0	10200	2.106	12.597   401	   197	     7	   137	   311	  1053	     0
 1796	    0	    0	10300	2.126	12.536   396	   204	     8	   148	   334	  1090	     0
 1796	    0	    0	10400	2.064	12.598   410	   177	     6	   124	   339	  1056	     0
 1796	    0	    0	10500	2.139	12.363   369	   149	     8	   154	   313	   993	     0
 1796	    0	    0	10600	2.151	12.643   365	   139	     5	   151	   290	   950	     0
 1796	    0	    0	10700	2.099	12.493   377	   144	     6	   143	   326	   996	     0
 1796	    0	    0	10800	2.380	12.889   396	   163	     8	   156	   331	  1054	     0
 1796	    0	    0	10900	2.264	12.404   423	   163	     6	   152	   302	  1046	     0
 1796	    0	    0	11000	2.244	12.519   428	   185	    10	   130	   298	  1051	     0
 1796	    0	    1	    0	0.043	11.889   463	   221	    11	   172	   339	  1206	     0
